step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,CASH_IN,1514.45,C1000249,62067.22,63581.67,C8479063,1829.4,314.95,0,0
2,PAYMENT,4705.51,C1000249,63581.67,58876.16,M1439240,0.0,0.0,0,0
3,CASH_IN,2420.82,C1000249,58876.16,61296.98,C8913830,16806.83,14386.01,0,0
4,CASH_OUT,4940.3,C1000249,61296.98,56356.68,C8298299,2917.86,7858.16,0,0
5,PAYMENT,5744.17,C1000249,56356.68,50612.51,M1548364,0.0,0.0,0,0
6,TRANSFER,2116.11,C1000249,50612.51,48496.4,C8543808,7578.69,9694.8,0,0
7,CASH_IN,548.5,C1000249,48496.4,49044.9,C8356302,2381.23,1832.73,0,0
8,CASH_IN,4417.81,C1000249,49044.9,53462.71,C8478641,2570.74,0.0,0,0
9,PAYMENT,1579.65,C1000249,53462.71,51883.06,M1034460,0.0,0.0,0,0
10,PAYMENT,1312.22,C1000249,51883.06,50570.84,M1228042,0.0,0.0,0,0
11,CASH_IN,7190.97,C1000249,50570.84,57761.81,C8738318,7798.28,607.31,0,0
12,PAYMENT,5999.17,C1000249,57761.81,51762.64,M1198116,0.0,0.0,0,0
13,CASH_OUT,1543.53,C1000249,51762.64,50219.11,C8769339,6426.11,7969.64,0,0
